unique_key,case_key,source_id,display_name,pdf_sha256,pdf_path,offence_family,strata_tags,gold_tier,pool,route,skip_reason,backend_case_id,match_hint
sha:c75e6e7ec018939064824db0264f8ccb6f46cbdd626fe41f1e9280f58227fde5,PDF-c75e6e7ec018,CB-TB-857_Shaw,CB-TB-857_Shaw.pdf,c75e6e7ec018939064824db0264f8ccb6f46cbdd626fe41f1e9280f58227fde5,C:\Users\gduff\Downloads\cb-tb-801-900-v5\pdfs\CB-TB-857_Shaw.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c768d0ed6d0cc0bfde728e5497240ee3d39a0c90a31bccafaf1d1dc6d6caf6e1,PDF-c768d0ed6d0c,CB-TB-933_Hobbs,CB-TB-933_Hobbs.pdf,c768d0ed6d0cc0bfde728e5497240ee3d39a0c90a31bccafaf1d1dc6d6caf6e1,C:\Users\gduff\Downloads\cb-tb-901-1100-v5\pdfs\CB-TB-933_Hobbs.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c769012bb20cbbf321ee91aff65d05ff500e3227acb2877c94260a662ffdae55,PDF-c769012bb20c,CB-TB-863_Patel,CB-TB-863_Patel.pdf,c769012bb20cbbf321ee91aff65d05ff500e3227acb2877c94260a662ffdae55,C:\Users\gduff\Downloads\cb-tb-801-900-v5\pdfs\CB-TB-863_Patel.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c796b2e84ff007dd9d89875a569874b1723834e3c865971bf686c326671f6296,PDF-c796b2e84ff0,CB-TB-488_Merritt,CB-TB-488_Merritt.pdf,c796b2e84ff007dd9d89875a569874b1723834e3c865971bf686c326671f6296,C:\Users\gduff\Downloads\cb-tb-401-500-v5\pdfs\CB-TB-488_Merritt.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c7bae027138588fa6fe8dab75d37b49a7948555b21956de3f001ef3f1eabf0c3,PDF-c7bae0271385,CB-TB-1238_Blake,CB-TB-1238_Blake.pdf,c7bae027138588fa6fe8dab75d37b49a7948555b21956de3f001ef3f1eabf0c3,C:\Users\gduff\Downloads\cb-tb-1201-1300-v5\pdfs\CB-TB-1238_Blake.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c7ed288f03b8548fb6f7d932797a1019dbfbb176de347513cc8a217ddb370c77,PDF-c7ed288f03b8,CB-TB-1341_Kent,CB-TB-1341_Kent.pdf,c7ed288f03b8548fb6f7d932797a1019dbfbb176de347513cc8a217ddb370c77,C:\Users\gduff\Downloads\cb-tb-1301-1400-v5\pdfs\CB-TB-1341_Kent.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c802993499264fa70b36d2888d949f4691c98c98d86458b8361f6bbf03cb56ae,PDF-c80299349926,CB-TB-127_Cole,CB-TB-127_Cole.pdf,c802993499264fa70b36d2888d949f4691c98c98d86458b8361f6bbf03cb56ae,C:\Users\gduff\Downloads\cb-tb-101-200-v4\pdfs\CB-TB-127_Cole.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c802d30ae692478c30cdb9344596c0733296dbe0e546e648fd3d9d92b8937352,PDF-c802d30ae692,CB-TB-093_Fletcher,CB-TB-093_Fletcher.pdf,c802d30ae692478c30cdb9344596c0733296dbe0e546e648fd3d9d92b8937352,C:\Users\gduff\Downloads\cb-tb-031-100-v4\pdfs\CB-TB-093_Fletcher.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c816f4de89edd8ca029cdedd2a8ddc17279ab9dc2de33edf2c4932cb3412cb8d,PDF-c816f4de89ed,CB-TB-1070_Lawson,CB-TB-1070_Lawson.pdf,c816f4de89edd8ca029cdedd2a8ddc17279ab9dc2de33edf2c4932cb3412cb8d,C:\Users\gduff\Downloads\cb-tb-901-1100-v5\pdfs\CB-TB-1070_Lawson.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c84db456b8332751afa21da583f9414f864569a250fd782a7f4bc65fbb3cc018,PDF-c84db456b833,CB-TB-1364_Dacre,CB-TB-1364_Dacre.pdf,c84db456b8332751afa21da583f9414f864569a250fd782a7f4bc65fbb3cc018,C:\Users\gduff\Downloads\cb-tb-1301-1400-v5\pdfs\CB-TB-1364_Dacre.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c8ad9b902893f2708393259a56d5e97e2f85f20e6d262014ec1086cfed0d7120,PDF-c8ad9b902893,CB-TB-902_Carter,CB-TB-902_Carter.pdf,c8ad9b902893f2708393259a56d5e97e2f85f20e6d262014ec1086cfed0d7120,C:\Users\gduff\Downloads\cb-tb-901-1100-v5\pdfs\CB-TB-902_Carter.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c8d6193066ee4ad70430d9faf904e81b60977764ad11b5fa7472f89f8011cf67,PDF-c8d6193066ee,CB-TB-142_Patterson,CB-TB-142_Patterson.pdf,c8d6193066ee4ad70430d9faf904e81b60977764ad11b5fa7472f89f8011cf67,C:\Users\gduff\Downloads\cb-tb-101-200-v4\pdfs\CB-TB-142_Patterson.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c8f2a2c0b450d310658bf6dd5b51d8ebe6da5aec7e666a2e0a8b8f95d36e2393,PDF-c8f2a2c0b450,CB-TB-1578_Harding,CB-TB-1578_Harding.pdf,c8f2a2c0b450d310658bf6dd5b51d8ebe6da5aec7e666a2e0a8b8f95d36e2393,C:\Users\gduff\Downloads\cb-tb-1501-1600-v5-factory-run\pdfs\CB-TB-1578_Harding.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c90b43bf2ac5510c2b2698b533da1f45d6895216d0f5118f0a916afe3845bad6,PDF-c90b43bf2ac5,CB-TB-1897_Knowles,CB-TB-1897_Knowles.pdf,c90b43bf2ac5510c2b2698b533da1f45d6895216d0f5118f0a916afe3845bad6,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1897_Knowles.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c91245bf8d228125e2112f5e6436af7d95c66401de8bf589d86d97506cb793a8,PDF-c91245bf8d22,CB-TB-1248_Shaw,CB-TB-1248_Shaw.pdf,c91245bf8d228125e2112f5e6436af7d95c66401de8bf589d86d97506cb793a8,C:\Users\gduff\Downloads\cb-tb-1201-1300-v5\pdfs\CB-TB-1248_Shaw.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c9394134d9cd5a011aa7c28808f00c86f07cf87436c1e1bbd2209d93597e5cbe,PDF-c9394134d9cd,CB-TB-1223_Reed,CB-TB-1223_Reed.pdf,c9394134d9cd5a011aa7c28808f00c86f07cf87436c1e1bbd2209d93597e5cbe,C:\Users\gduff\Downloads\cb-tb-1201-1300-v5\pdfs\CB-TB-1223_Reed.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c95d8d943916058877d38af9b0a965090eded2536a5f0fc3bcf63637de1ae706,PDF-c95d8d943916,CB-TB-501_Shaw,CB-TB-501_Shaw.pdf,c95d8d943916058877d38af9b0a965090eded2536a5f0fc3bcf63637de1ae706,C:\Users\gduff\Downloads\cb-tb-501-600-v5-extract\pdfs\CB-TB-501_Shaw.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=3,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c96ed6ea38aa1679df0544248fcb724226c54162c4c850deed83e0749edafefc,PDF-c96ed6ea38aa,CB-TB-029_Tariq_Evans,CB-TB-029_Tariq_Evans.pdf,c96ed6ea38aa1679df0544248fcb724226c54162c4c850deed83e0749edafefc,C:\Users\gduff\Downloads\CaseBrain_Blind_Bundle_Factory_v2_30_bundles (1)\pdfs\CB-TB-029_Tariq_Evans.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c97534b01f505d437e85586a1c30a83d1232ee6f99dc5a4ca3d9e813882817fe,PDF-c97534b01f50,CB-TB-1109_Lark,CB-TB-1109_Lark.pdf,c97534b01f505d437e85586a1c30a83d1232ee6f99dc5a4ca3d9e813882817fe,C:\Users\gduff\Downloads\cb-tb-1101-1400-v5\pdfs\CB-TB-1109_Lark.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c9970700a36afa6b98f13fad5b7152339404158872a533419be4a0d16b23cbe3,PDF-c9970700a36a,NS-CPS-2026-0434 - Copy (2),NS-CPS-2026-0434 - Copy (2).pdf,c9970700a36afa6b98f13fad5b7152339404158872a533419be4a0d16b23cbe3,C:\Users\gduff\Downloads\NS-CPS-2026-0434 - Copy (2).pdf,pdf_inventory,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c99e03f203e482b1cfecfdfba184fad26e17e945d5a183da269b1eb2efc40f21,PDF-c99e03f203e4,CB-TB-1720_Pike,CB-TB-1720_Pike.pdf,c99e03f203e482b1cfecfdfba184fad26e17e945d5a183da269b1eb2efc40f21,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1720_Pike.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c9a81676cc0b47be8e302d6a3d85138213a8d659e80fa0afd880a89d0bde8d2c,PDF-c9a81676cc0b,CB-TB-1715_Hobbs,CB-TB-1715_Hobbs.pdf,c9a81676cc0b47be8e302d6a3d85138213a8d659e80fa0afd880a89d0bde8d2c,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1715_Hobbs.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c9b1668262eb2a556f256f5d45cbbea78af8bcc7a0fc6a85c6e9841c5ae9b1a4,PDF-c9b1668262eb,CB-TB-547_Ali,CB-TB-547_Ali.pdf,c9b1668262eb2a556f256f5d45cbbea78af8bcc7a0fc6a85c6e9841c5ae9b1a4,C:\Users\gduff\Downloads\cb-tb-501-600-v5-extract\pdfs\CB-TB-547_Ali.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=3,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c9d7816f9578ef6d4d14f34f879c8adacb13f812ebfb89be344de52a9225466a,PDF-c9d7816f9578,CB-TB-1692_Shaw,CB-TB-1692_Shaw.pdf,c9d7816f9578ef6d4d14f34f879c8adacb13f812ebfb89be344de52a9225466a,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1692_Shaw.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=4,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c9ef425fd1ab848a26011d518cf6d5f5bb131b4e13466e2833408745809fbce6,PDF-c9ef425fd1ab,CB-TB-318_Greene,CB-TB-318_Greene.pdf,c9ef425fd1ab848a26011d518cf6d5f5bb131b4e13466e2833408745809fbce6,C:\Users\gduff\Downloads\cb-tb-301-400-v4\pdfs\CB-TB-318_Greene.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:c9f91ec71d1b5e55374195720f7e5c19d0d000f3ba81ba35a03842ccf6cfb7e9,PDF-c9f91ec71d1b,CB-TB-2160_Price,CB-TB-2160_Price.pdf,c9f91ec71d1b5e55374195720f7e5c19d0d000f3ba81ba35a03842ccf6cfb7e9,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-2160_Price.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:ca19208b94e5a11bdcf5b25fbb2e580c13196079fde1f45c0ea41f10f92bcc42,PDF-ca19208b94e5,CB-TB-842_Thornton,CB-TB-842_Thornton.pdf,ca19208b94e5a11bdcf5b25fbb2e580c13196079fde1f45c0ea41f10f92bcc42,C:\Users\gduff\Downloads\cb-tb-801-900-v5\pdfs\CB-TB-842_Thornton.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:caa789e62795e18add06e33e24327a04af38f891032db0a6efbf6ad50575390b,PDF-caa789e62795,CB-TB-1134_Reed,CB-TB-1134_Reed.pdf,caa789e62795e18add06e33e24327a04af38f891032db0a6efbf6ad50575390b,C:\Users\gduff\Downloads\cb-tb-1101-1400-v5\pdfs\CB-TB-1134_Reed.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:caa7f4d7fcf211866c55ad0408488270a9c6738e20f4992a733055c74074e054,PDF-caa7f4d7fcf2,CB-TB-1675_Ali,CB-TB-1675_Ali.pdf,caa7f4d7fcf211866c55ad0408488270a9c6738e20f4992a733055c74074e054,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1675_Ali.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=4,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cacc90cf79f4a36df52f57c5c4736948baec0c3d55a31278e11be5d4259c5e9d,PDF-cacc90cf79f4,CB-TB-908_Rees,CB-TB-908_Rees.pdf,cacc90cf79f4a36df52f57c5c4736948baec0c3d55a31278e11be5d4259c5e9d,C:\Users\gduff\Downloads\cb-tb-901-1100-v5\pdfs\CB-TB-908_Rees.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cacfb379037b5b7956154ac839915f0b5034e6c04ab54bad1cfd703b81297aa1,PDF-cacfb379037b,CB-TB-1297_King,CB-TB-1297_King.pdf,cacfb379037b5b7956154ac839915f0b5034e6c04ab54bad1cfd703b81297aa1,C:\Users\gduff\Downloads\cb-tb-1201-1300-v5\pdfs\CB-TB-1297_King.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cad6458db95fda180cd7e0aa9c9409f3d8693b8f1c58077db39ff01c5494370a,PDF-cad6458db95f,CB-TB-1080_Merritt,CB-TB-1080_Merritt.pdf,cad6458db95fda180cd7e0aa9c9409f3d8693b8f1c58077db39ff01c5494370a,C:\Users\gduff\Downloads\cb-tb-901-1100-v5\pdfs\CB-TB-1080_Merritt.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:caea5567d579ba5e3c4f7fd8eaa56136deb99c54f8f495275803326453be7f5f,PDF-caea5567d579,CB-TB-169_Price,CB-TB-169_Price.pdf,caea5567d579ba5e3c4f7fd8eaa56136deb99c54f8f495275803326453be7f5f,C:\Users\gduff\Downloads\cb-tb-101-200-v4\pdfs\CB-TB-169_Price.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cb4af2035b02788285fa627690d636a93188c2803f8d79dc476894148538229d,PDF-cb4af2035b02,CB-TB-168_King,CB-TB-168_King.pdf,cb4af2035b02788285fa627690d636a93188c2803f8d79dc476894148538229d,C:\Users\gduff\Downloads\cb-tb-101-200-v4\pdfs\CB-TB-168_King.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cb612a870f279c0edff1ae5c2d805e9690f9afd80e12b8e510afedb773c533fa,PDF-cb612a870f27,CB-TB-424_Patterson,CB-TB-424_Patterson.pdf,cb612a870f279c0edff1ae5c2d805e9690f9afd80e12b8e510afedb773c533fa,C:\Users\gduff\Downloads\cb-tb-401-500-v5\pdfs\CB-TB-424_Patterson.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cb74d7f40adffd2590be266aafa158ad29ab65f24c56aff4f5251907e37864e8,PDF-cb74d7f40adf,CB-TB-650_Ali,CB-TB-650_Ali.pdf,cb74d7f40adffd2590be266aafa158ad29ab65f24c56aff4f5251907e37864e8,C:\Users\gduff\Downloads\cb-tb-601-700-v5\pdfs\CB-TB-650_Ali.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cb9363bb53c3811c1eef0184fdd0020bdcf465154979c7e7ff60092646b35704,PDF-cb9363bb53c3,CB-TB-1532_Page,CB-TB-1532_Page.pdf,cb9363bb53c3811c1eef0184fdd0020bdcf465154979c7e7ff60092646b35704,C:\Users\gduff\Downloads\cb-tb-1501-1600-v5-factory-run\pdfs\CB-TB-1532_Page.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cbba2e530d7a23bb914328ca1cac3d31cae3f56e54e0309bd2c830c5b773d77e,PDF-cbba2e530d7a,CB-TB-1474_West,CB-TB-1474_West.pdf,cbba2e530d7a23bb914328ca1cac3d31cae3f56e54e0309bd2c830c5b773d77e,C:\Users\gduff\Downloads\cb-tb-1401-1500-v5-tmp\pdfs\CB-TB-1474_West.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cbcdfac940dfb226a4ef066186316ef34b83361d17863ca02670d16a5639783f,PDF-cbcdfac940df,CB-TB-1762_Price,CB-TB-1762_Price.pdf,cbcdfac940dfb226a4ef066186316ef34b83361d17863ca02670d16a5639783f,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1762_Price.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cbe67b0f668b95f7a73c7095767ae791d84f1954b2b6338ceb44c5d8573f1751,PDF-cbe67b0f668b,CB-TB-909_Lloyd,CB-TB-909_Lloyd.pdf,cbe67b0f668b95f7a73c7095767ae791d84f1954b2b6338ceb44c5d8573f1751,C:\Users\gduff\Downloads\cb-tb-901-1100-v5\pdfs\CB-TB-909_Lloyd.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cc1e9575bdda2c56a3f16a7c7ddaad292c69541d24b859ae1fcb32d69b7a9418,PDF-cc1e9575bdda,CB-TB-1603_Mitchell,CB-TB-1603_Mitchell.pdf,cc1e9575bdda2c56a3f16a7c7ddaad292c69541d24b859ae1fcb32d69b7a9418,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1603_Mitchell.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=4,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cc442f681bb3cc7fd0d1b88862a2b9f8e03bc942dd17f3bc5f5d8eb37391ae95,PDF-cc442f681bb3,CB-TB-1032_Richards,CB-TB-1032_Richards.pdf,cc442f681bb3cc7fd0d1b88862a2b9f8e03bc942dd17f3bc5f5d8eb37391ae95,C:\Users\gduff\Downloads\cb-tb-901-1100-v5\pdfs\CB-TB-1032_Richards.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cc8ea6e16344c3b2cfee7499b164d1c70d3448302271501acada94a7a2079b91,PDF-cc8ea6e16344,CB-TB-1638_Ali,CB-TB-1638_Ali.pdf,cc8ea6e16344c3b2cfee7499b164d1c70d3448302271501acada94a7a2079b91,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1638_Ali.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=4,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:ccada6efbb1432cd7a9e0fffdb095e2769ea9e3abb8a6f9c6e9353a8ba65e472,PDF-ccada6efbb14,CB-TB-175_Singh,CB-TB-175_Singh.pdf,ccada6efbb1432cd7a9e0fffdb095e2769ea9e3abb8a6f9c6e9353a8ba65e472,C:\Users\gduff\Downloads\cb-tb-101-200-v4\pdfs\CB-TB-175_Singh.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:ccb7fb6c738488747f6349cadd158087bdda3a7a565f736801c0d7a61332fabf,PDF-ccb7fb6c7384,CB-TB-1141_Kent,CB-TB-1141_Kent.pdf,ccb7fb6c738488747f6349cadd158087bdda3a7a565f736801c0d7a61332fabf,C:\Users\gduff\Downloads\cb-tb-1101-1400-v5\pdfs\CB-TB-1141_Kent.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:ccbdd29b2761f466fd9d875c8cbc680dca38cb81ded20061bc542542211e4f29,PDF-ccbdd29b2761,CB-TB-1901_Lowe,CB-TB-1901_Lowe.pdf,ccbdd29b2761f466fd9d875c8cbc680dca38cb81ded20061bc542542211e4f29,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1901_Lowe.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:ccc76b41381bbd2eee7a932a09537736373ec3d6f2187e3d8d9415bd4cb9f507,PDF-ccc76b41381b,CB-TB-2008_Barlow,CB-TB-2008_Barlow.pdf,ccc76b41381bbd2eee7a932a09537736373ec3d6f2187e3d8d9415bd4cb9f507,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-2008_Barlow.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cd42a32a18edffb2948b062c5fda91bc3e64d5d7c297564d5bbb4e66c6780031,PDF-cd42a32a18ed,CB-TB-2144_Kerr,CB-TB-2144_Kerr.pdf,cd42a32a18edffb2948b062c5fda91bc3e64d5d7c297564d5bbb4e66c6780031,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-2144_Kerr.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cd5ec107a7657f5cd80e1a9a1862db95c38aae4b4f5b638bc629010c93ec1db1,PDF-cd5ec107a765,CB-TB-1748_Barker,CB-TB-1748_Barker.pdf,cd5ec107a7657f5cd80e1a9a1862db95c38aae4b4f5b638bc629010c93ec1db1,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1748_Barker.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cd7c5de33fff9eb69ada01872ff50f041dc060a8e30406550a7ada84fac4f967,PDF-cd7c5de33fff,CB-TB-2067_Austin,CB-TB-2067_Austin.pdf,cd7c5de33fff9eb69ada01872ff50f041dc060a8e30406550a7ada84fac4f967,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-2067_Austin.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cdd47f50d8b6ae7f0e2b8ef907bfed964166dffa0908b2c85a122166c98ce33f,PDF-cdd47f50d8b6,CB-TB-1312_Blake,CB-TB-1312_Blake.pdf,cdd47f50d8b6ae7f0e2b8ef907bfed964166dffa0908b2c85a122166c98ce33f,C:\Users\gduff\Downloads\cb-tb-1301-1400-v5\pdfs\CB-TB-1312_Blake.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cdedb68f606613b1b34e8b8e4aab6a9358ae386b31da1c07cdd8e3d3c607f993,PDF-cdedb68f6066,CB-TB-979_Shaw,CB-TB-979_Shaw.pdf,cdedb68f606613b1b34e8b8e4aab6a9358ae386b31da1c07cdd8e3d3c607f993,C:\Users\gduff\Downloads\cb-tb-901-1100-v5\pdfs\CB-TB-979_Shaw.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:cdf5a6ef286d255c3ccfa9c23dff9bbcbcb61d80ee32c3272151341c8db7674a,PDF-cdf5a6ef286d,CB-TB-242_Grant,CB-TB-242_Grant.pdf,cdf5a6ef286d255c3ccfa9c23dff9bbcbcb61d80ee32c3272151341c8db7674a,C:\Users\gduff\Downloads\cb-tb-201-300-v4\pdfs\CB-TB-242_Grant.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:ce006080f16f1f5e959680cd2dd43d8f5c1fee4512af090f651a60b12d406331,PDF-ce006080f16f,CB-TB-505_Evans,CB-TB-505_Evans.pdf,ce006080f16f1f5e959680cd2dd43d8f5c1fee4512af090f651a60b12d406331,C:\Users\gduff\Downloads\cb-tb-501-600-v5-extract\pdfs\CB-TB-505_Evans.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=3,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:ce4d3c6e4f7e5ca7f88d28944360e6232762c323389ff4e0628f297bee5cea2f,PDF-ce4d3c6e4f7e,CB-TB-856_Mitchell,CB-TB-856_Mitchell.pdf,ce4d3c6e4f7e5ca7f88d28944360e6232762c323389ff4e0628f297bee5cea2f,C:\Users\gduff\Downloads\cb-tb-801-900-v5\pdfs\CB-TB-856_Mitchell.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:ce69d70a172c538e8fef115311de9fe889bfa5522432d10741008bea313109a2,PDF-ce69d70a172c,CB-TB-1648_Jennings,CB-TB-1648_Jennings.pdf,ce69d70a172c538e8fef115311de9fe889bfa5522432d10741008bea313109a2,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1648_Jennings.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=4,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
